"Date","Title","Dev Gross","Paying share","ARPPU","New paying users","Paying users","DAU"
,"The Tribez",76079,1.627,16,705,4510,277207
,"Paradise Island 2",41359,2.816,23,247,1779,63184
,"Mystery Manor",119,1.213,12,,9,742
"18.03.2018",,242537,1.105,14,5160,16750,1516075
,"Guns of Boom",91159,0.78,12,3614,7702,987154
,"Trade Island",128,1.254,5,15,26,2074
,"Airport City",25880,1.06,20,387,1287,121428
,"Mirrors of Albion",19987,2.393,14,153,1447,60468
,"The Tribez",69015,1.577,15,727,4436,281335
,"Paradise Island 2",36248,2.928,20,262,1841,62879
,"Mystery Manor",121,1.493,11,2,11,737
"19.03.2018",,190866,1.004,14,4130,13604,1354485
,"Guns of Boom",82593,0.78,12,2962,6644,851394
,"Trade Island",110,1.151,5,13,23,1998
,"Airport City",18494,0.801,20,267,900,112412
,"Mirrors of Albion",15970,2.181,13,129,1271,58285
,"The Tribez",44172,1.197,13,535,3233,270041
,"Paradise Island 2",29414,2.562,19,223,1527,59612
,"Mystery Manor",113,0.808,19,1,6,743
"20.03.2018",,163816,1.046,11,4076,14176,1355149
,"Guns of Boom",78940,0.768,12,2972,6585,857631
,"Trade Island",111,1.152,5,12,23,1997
,"Airport City",24089,1.079,18,279,1196,110821
,"Mirrors of Albion",12868,2.276,10,126,1319,57952
,"The Tribez",32686,1.567,8,499,4171,266226
,"Paradise Island 2",14960,1.46,17,187,873,59799
,"Mystery Manor",163,1.245,18,1,9,723
"21.03.2018",,172942,1.033,12,3953,13973,1352569
,"Guns of Boom",81291,0.776,12,2945,6609,851691
,"Trade Island",146,1.211,6,12,25,2065
,"Airport City",17346,0.829,17,231,922,111272
,"Mirrors of Albion",11968,2.049,10,120,1199,58519
,"The Tribez",40266,1.509,10,447,4046,268090
,"Paradise Island 2",21812,1.933,19,198,1164,60225
,"Mystery Manor",114,1.132,14,,8,707
"22.03.2018",,167987,0.988,13,3748,13154,1331224
,"Guns of Boom",81111,0.754,13,2689,6248,828543
,"Trade Island",137,1.1,5,19,28,2545
,"Airport City",17935,0.797,20,212,872,109386
,"Mirrors of Albion",11114,1.978,10,119,1152,58233
,"The Tribez",39680,1.395,10,514,3804,272708
,"Paradise Island 2",17868,1.762,17,193,1041,59085
,"Mystery Manor",141,1.243,16,2,9,724
"23.03.2018",,343636,1.338,19,4045,18145,1355645
,"Guns of Boom",81707,0.73,13,2662,6233,853316
,"Trade Island",207,1.379,5,26,42,3045
,"Airport City",95895,2.552,33,372,2823,110608
,"Mirrors of Albion",25942,2.7,16,125,1552,57479
,"The Tribez",87635,2.096,15,657,5692,271623
,"Paradise Island 2",52024,3.032,29,201,1785,58867
,"Mystery Manor",226,2.546,13,2,18,707
"24.03.2018",,299566,1.203,17,4390,17559,1459530
,"Guns of Boom",85806,0.712,13,2978,6728,945090
,"Trade Island",237,1.232,6,35,42,3409
,"Airport City",59600,1.721,28,326,1996,115972
,"Mirrors of Albion",23171,2.466,16,117,1437,58281
,"The Tribez",80839,1.947,15,674,5353,274868
,"Paradise Island 2",49752,3.251,25,260,1990,61207
,"Mystery Manor",161,1.849,12,,13,703
"25.03.2018",,270539,1.114,16,4448,16165,1451114
,"Guns of Boom",79261,0.694,12,2922,6458,930919
,"Trade Island",317,1.567,6,34,54,3447
,"Airport City",68148,1.946,29,401,2263,116277
,"Mirrors of Albion",22730,2.242,17,127,1343,59915
,"The Tribez",64100,1.591,14,709,4421,277809
,"Paradise Island 2",35817,2.602,22,253,1614,62040
,"Mystery Manor",166,1.697,14,2,12,707
"26.03.2018",,181150,0.934,15,3511,12283,1314478
,"Guns of Boom",69834,0.689,12,2403,5607,813718
,"Trade Island",192,1.436,4,29,48,3342
,"Airport City",13392,0.609,19,228,668,109602
,"Mirrors of Albion",14056,1.861,13,116,1077,57877
,"The Tribez",49492,1.301,14,508,3521,270541
,"Paradise Island 2",34006,2.298,25,226,1348,58667
,"Mystery Manor",178,1.915,13,1,14,731
"27.03.2018",,157198,0.995,12,3440,13002,1306590
,"Guns of Boom",69111,0.678,13,2367,5489,809404
,"Trade Island",239,1.265,6,30,43,3400
,"Airport City",28349,1.136,22,283,1245,109609
,"Mirrors of Albion",12281,1.832,11,111,1058,57746
,"The Tribez",38197,1.707,8,483,4575,268086
,"Paradise Island 2",8922,1.015,16,164,585,57633
,"Mystery Manor",99,0.983,14,2,7,712
"28.03.2018",,152987,0.904,13,3353,11934,1320816
,"Guns of Boom",72309,0.675,13,2366,5562,823726
,"Trade Island",237,1.218,5,28,43,3529
,"Airport City",24068,0.933,23,238,1028,110170
,"Mirrors of Albion",12269,1.947,12,105,1122,57629
,"The Tribez",36161,1.371,9,458,3672,267816
,"Paradise Island 2",7710,0.862,16,156,493,57225
,"Mystery Manor",233,1.942,17,2,14,721
"29.03.2018",,158414,0.883,13,3594,12000,1358924
,"Guns of Boom",77999,0.701,13,2579,6024,859175
,"Trade Island",220,1.397,4,31,50,3578
,"Airport City",22047,0.865,23,219,956,110484
,"Mirrors of Albion",12347,1.947,11,104,1136,58340
,"The Tribez",34452,1.197,10,505,3231,269850
,"Paradise Island 2",11224,1.042,19,156,592,56806
,"Mystery Manor",125,1.592,11,,11,691
"30.03.2018",,235298,1.065,16,4121,14898,1399248
,"Guns of Boom",82172,0.711,13,2810,6360,894537
,"Trade Island",180,1.261,4,29,48,3807
,"Airport City",30257,1.317,20,326,1475,111984
,"Mirrors of Albion",21780,2.453,16,137,1456,59352
,"The Tribez",83656,1.736,17,624,4696,270513
,"Paradise Island 2",17111,1.448,20,191,844,58297
,"Mystery Manor",142,2.507,7,4,19,758
"31.03.2018",,234548,1.086,15,4312,15181,1398131
,"Guns of Boom",82639,0.729,13,2924,6491,890148
,"Trade Island",275,1.599,4,45,61,3816
,"Airport City",29234,1.133,22,315,1286,113459
,"Mirrors of Albion",17312,2.494,12,156,1475,59142
,"The Tribez",81730,1.736,17,681,4714,271586
,"Paradise Island 2",23225,1.925,20,190,1140,59222
,"Mystery Manor",133,1.847,10,1,14,758
"01.04.2018",,212502,1.039,15,4619,14515,1397151
,"Guns of Boom",82407,0.737,13,3116,6547,888187
,"Trade Island",284,1.543,5,38,62,4018
,"Airport City",25302,1.123,19,358,1278,113784
,"Mirrors of Albion",13557,2.12,12,131,1253,59096
,"The Tribez",71464,1.583,16,747,4298,271519
,"Paradise Island 2",19348,1.776,18,227,1063,59849
,"Mystery Manor",140,2.006,10,2,14,698
"02.04.2018",,191428,1.012,14,4114,13342,1318195
,"Guns of Boom",73561,0.733,12,2721,5964,813737
,"Trade Island",336,1.658,5,47,70,4222
,"Airport City",24921,0.923,24,281,1029,111508
,"Mirrors of Albion",11665,1.98,10,147,1166,58890
,"The Tribez",50531,1.308,14,657,3520,269114
,"Paradise Island 2",30210,2.632,19,258,1580,60030
,"Mystery Manor",205,1.873,16,3,13,694
"03.04.2018",,181676,1.137,13,3588,14346,1261852
,"Guns of Boom",73037,0.728,13,2403,5570,764959
,"Trade Island",475,1.592,7,33,65,4084
,"Airport City",21926,1.009,21,261,1081,107165
,"Mirrors of Albion",13219,1.973,11,130,1178,59707
,"The Tribez",43385,1.848,8,538,4914,265970
,"Paradise Island 2",29519,2.576,19,223,1527,59269
,"Mystery Manor",115,1.576,10,,11,698
"04.04.2018",,167476,1.038,13,3559,13069,1259152
,"Guns of Boom",69521,0.715,13,2421,5462,763642
,"Trade Island",620,1.654,8,38,77,4654
,"Airport City",20110,0.952,20,260,1016,106688
,"Mirrors of Albion",13253,2.122,10,122,1270,59850
,"The Tribez",40723,1.511,10,526,3998,264672
,"Paradise Island 2",23088,2.091,19,191,1233,58958
,"Mystery Manor",161,1.89,12,1,13,688
"05.04.2018",,162733,0.976,13,3365,12114,1241123
,"Guns of Boom",73092,0.735,13,2277,5498,748145
,"Trade Island",494,1.723,6,47,82,4760
,"Airport City",19798,0.914,21,228,966,105685
,"Mirrors of Albion",22164,2.572,14,122,1528,59414
,"The Tribez",34745,1.264,10,525,3325,263124
,"Paradise Island 2",12367,1.195,17,166,709,59311
,"Mystery Manor",75,0.877,12,,6,684
"06.04.2018",,287176,1.209,19,3085,15080,1247818
,"Guns of Boom",61125,0.606,13,1790,4597,758753
,"Trade Island",467,1.489,7,40,72,4836
,"Airport City",107388,2.818,35,353,2962,105113
,"Mirrors of Albion",24450,2.326,18,96,1382,59428
,"The Tribez",70811,1.861,14,614,4854,260868
,"Paradise Island 2",22774,2.069,19,191,1203,58158
,"Mystery Manor",161,1.511,16,1,10,662
"07.04.2018",,248830,1.144,16,3589,14947,1306975
,"Guns of Boom",71527,0.685,13,2274,5551,810390
,"Trade Island",392,1.688,5,47,83,4917
,"Airport City",61368,1.82,30,313,1984,108997
,"Mirrors of Albion",21478,2.379,15,145,1441,60575
,"The Tribez",68996,1.69,15,609,4437,262525
,"Paradise Island 2",24965,2.442,17,201,1439,58927
,"Mystery Manor",104,1.863,9,,12,644
"08.04.2018",,248260,1.134,17,4022,14674,1293940
,"Guns of Boom",69543,0.71,12,2540,5600,789072
,"Trade Island",574,1.631,7,47,85,5211
,"Airport City",68032,1.986,29,372,2206,111088
,"Mirrors of Albion",16687,2.017,13,140,1243,61614
,"The Tribez",70508,1.563,16,694,4174,267101
,"Paradise Island 2",22737,2.289,17,227,1355,59189
,"Mystery Manor",179,1.654,16,2,11,665
"09.04.2018",,160193,0.944,14,3077,11054,1170410
,"Guns of Boom",59603,0.677,13,1895,4605,680201
,"Trade Island",739,1.75,8,47,91,5200
,"Airport City",11770,0.629,18,241,656,104231
,"Mirrors of Albion",13168,1.847,12,112,1101,59610
,"The Tribez",47926,1.264,14,589,3328,263245
,"Paradise Island 2",26841,2.208,21,192,1264,57248
,"Mystery Manor",145,1.333,16,1,9,675
"10.04.2018",,166157,1.157,12,3098,13279,1148078
,"Guns of Boom",61601,0.704,13,1936,4674,663584
,"Trade Island",525,1.71,6,50,88,5145
,"Airport City",19123,1.028,18,277,1044,101562
,"Mirrors of Albion",16858,2.315,13,139,1372,59261
,"The Tribez",41830,1.674,9,489,4371,261149
,"Paradise Island 2",26003,3.028,15,207,1717,56703
,"Mystery Manor",217,1.929,17,,13,674
"11.04.2018",,142742,0.966,13,3046,11155,1154882
,"Guns of Boom",60209,0.696,13,1958,4666,670330
,"Trade Island",982,1.718,9,57,105,6111
,"Airport City",17120,0.92,18,277,931,101170
,"Mirrors of Albion",12911,1.982,11,158,1179,59473
,"The Tribez",35072,1.243,11,425,3240,260605
,"Paradise Island 2",16197,1.803,16,171,1019,56517
,"Mystery Manor",250,2.219,16,,15,676
"12.04.2018",,138019,0.915,13,3230,10601,1158919
,"Guns of Boom",57942,0.703,12,2032,4740,674014
,"Trade Island",1151,1.905,8,100,142,7456
,"Airport City",15747,0.807,19,259,813,100768
,"Mirrors of Albion",13991,2.037,12,200,1202,58994
,"The Tribez",30720,1.058,11,451,2764,261362
,"Paradise Island 2",18250,1.656,20,186,922,55661
,"Mystery Manor",218,2.711,12,2,18,664
"13.04.2018",,192221,1.08,15,3337,12731,1179265
,"Guns of Boom",63719,0.717,13,2121,5000,696957
,"Trade Island",1461,1.772,11,82,134,7560
,"Airport City",22633,1.218,18,307,1257,103196
,"Mirrors of Albion",25610,2.597,17,182,1520,58520
,"The Tribez",58757,1.454,15,485,3742,257362
,"Paradise Island 2",19887,1.941,19,159,1068,55026
,"Mystery Manor",155,1.553,15,1,10,644
"14.04.2018",,200028,1.032,15,3823,13049,1263989
,"Guns of Boom",69176,0.706,12,2463,5496,778509
,"Trade Island",1240,2.192,7,117,170,7757
,"Airport City",22086,1.079,18,339,1166,108107
,"Mirrors of Albion",21978,2.423,15,168,1432,59106
,"The Tribez",63032,1.452,17,571,3666,252428
,"Paradise Island 2",22242,1.903,20,161,1093,57426
,"Mystery Manor",275,3.963,10,4,26,656
"15.04.2018",,196515,1.016,15,4100,13003,1279763
,"Guns of Boom",69166,0.715,12,2618,5606,783851
,"Trade Island",1157,2.278,6,125,194,8518
,"Airport City",23384,1.096,19,378,1212,110574
,"Mirrors of Albion",20321,2.185,15,144,1327,60745
,"The Tribez",60949,1.41,16,628,3626,257236
,"Paradise Island 2",21263,1.746,21,203,1016,58178
,"Mystery Manor",276,3.328,13,4,22,661
"16.04.2018",,150537,0.904,14,3209,10544,1166527
,"Guns of Boom",61134,0.699,13,2118,4795,686147
,"Trade Island",1271,2.255,7,102,184,8159
,"Airport City",17974,0.861,19,262,900,104555
,"Mirrors of Albion",11765,1.627,13,115,958,58872
,"The Tribez",41259,1.135,14,448,2858,251914
,"Paradise Island 2",17027,1.496,20,163,841,56225
,"Mystery Manor",107,1.221,13,1,8,655
"17.04.2018",,207319,1.056,16,3146,12788,1211303
,"Guns of Boom",119123,0.796,20,2072,5870,737149
,"Trade Island",1367,2.02,9,75,156,7722
,"Airport City",34880,1.425,22,295,1477,103647
,"Mirrors of Albion",11506,1.916,10,112,1116,58241
,"The Tribez",31874,1.456,8,449,3620,248689
,"Paradise Island 2",8451,0.98,16,142,541,55205
,"Mystery Manor",118,1.231,14,1,8,650
"18.04.2018",,211545,0.967,16,3245,12722,1316147
,"Guns of Boom",123098,0.746,20,2283,6274,841334
,"Trade Island",1479,2.425,8,77,178,7340
,"Airport City",33245,1.282,23,279,1357,105845
,"Mirrors of Albion",11313,1.982,10,92,1143,57672
,"The Tribez",31460,1.281,10,400,3180,248328
,"Paradise Island 2",10873,1.064,19,114,585,54958
,"Mystery Manor",79,0.746,16,,5,670
"19.04.2018",,180418,0.87,16,3181,11577,1330395
,"Guns of Boom",98184,0.678,17,2206,5820,858730
,"Trade Island",1216,2.122,8,67,149,7022
,"Airport City",27214,1.085,23,252,1140,105032
,"Mirrors of Albion",11407,1.901,12,110,1089,57276
,"The Tribez",29475,1.101,11,403,2718,246928
,"Paradise Island 2",12762,1.185,20,142,649,54770
,"Mystery Manor",160,1.884,12,1,12,637
"20.04.2018",,352488,1.181,21,3454,16555,1402110
,"Guns of Boom",105728,0.653,17,2237,6086,931807
,"Trade Island",1257,2.118,9,55,145,6845
,"Airport City",128882,3.377,34,423,3572,105771
,"Mirrors of Albion",17209,2.125,14,107,1207,56792
,"The Tribez",60209,1.621,15,432,3975,245257
,"Paradise Island 2",39022,2.837,25,199,1560,54994
,"Mystery Manor",182,1.553,20,1,10,644
"21.04.2018",,313174,1.064,19,3753,16161,1518502
,"Guns of Boom",116850,0.64,18,2408,6646,1038568
,"Trade Island",1489,2.376,9,69,161,6776
,"Airport City",69911,2.017,30,372,2244,111276
,"Mirrors of Albion",17694,2.141,14,87,1246,58184
,"The Tribez",59779,1.629,15,557,4002,245658
,"Paradise Island 2",47335,3.223,25,257,1850,57404
,"Mystery Manor",115,1.887,10,3,12,636
"22.04.2018",,294499,1.031,19,4244,15585,1512352
,"Guns of Boom",96818,0.626,15,2754,6391,1021337
,"Trade Island",1193,2.51,7,75,176,7013
,"Airport City",83353,2.4,29,472,2730,113729
,"Mirrors of Albion",16306,1.973,13,122,1195,60579
,"The Tribez",58709,1.453,16,551,3640,250526
,"Paradise Island 2",38025,2.467,26,270,1444,58527
,"Mystery Manor",96,1.404,11,,9,641
"23.04.2018",,183652,0.855,16,3571,11559,1352249
,"Guns of Boom",87874,0.646,15,2411,5662,876406
,"Trade Island",1160,2.046,8,58,141,6890
,"Airport City",13037,0.627,19,247,675,107573
,"Mirrors of Albion",10670,1.67,12,105,971,58142
,"The Tribez",39538,1.15,13,490,2823,245513
,"Paradise Island 2",31122,2.233,24,260,1275,57099
,"Mystery Manor",251,1.917,21,,12,626
"24.04.2018",,149310,0.919,12,3613,12054,1311942
,"Guns of Boom",70407,0.663,13,2480,5558,838364
,"Trade Island",1061,2.003,8,52,136,6789
,"Airport City",19451,0.945,19,316,1000,105774
,"Mirrors of Albion",11538,1.845,12,107,1066,57779
,"The Tribez",32355,1.458,9,420,3578,245351
,"Paradise Island 2",14336,1.228,20,237,703,57236
,"Mystery Manor",162,2.003,12,1,13,649
"25.04.2018",,161587,0.931,13,3411,12094,1299002
,"Guns of Boom",75962,0.675,14,2349,5550,822284
,"Trade Island",1278,1.861,10,39,126,6771
,"Airport City",17519,0.838,19,261,890,106149
,"Mirrors of Albion",12776,2.083,11,126,1203,57764
,"The Tribez",38143,1.439,11,415,3548,246513
,"Paradise Island 2",15815,1.301,20,220,766,58888
,"Mystery Manor",95,1.738,9,1,11,633
"26.04.2018",,166336,0.901,14,3268,11395,1264409
,"Guns of Boom",88141,0.681,16,2230,5394,792054
,"Trade Island",1095,1.693,10,43,115,6794
,"Airport City",16695,0.769,20,242,810,105368
,"Mirrors of Albion",11822,1.931,10,119,1127,58376
,"The Tribez",32812,1.318,10,443,3204,243112
,"Paradise Island 2",15634,1.268,21,191,736,58057
,"Mystery Manor",137,1.389,15,,9,648
"27.04.2018",,213296,1.048,16,3192,13132,1252910
,"Guns of Boom",76993,0.658,15,2113,5184,788075
,"Trade Island",1101,1.773,9,35,119,6712
,"Airport City",27625,1.354,19,312,1415,104519
,"Mirrors of Albion",24394,2.414,18,117,1402,58079
,"The Tribez",60703,1.683,15,439,4008,238211
,"Paradise Island 2",22247,1.758,22,176,996,56656
,"Mystery Manor",233,1.216,29,,8,658
"28.04.2018",,201387,0.976,15,3553,12986,1329958
,"Guns of Boom",68062,0.597,13,2290,5136,860069
,"Trade Island",1590,2.032,11,47,138,6791
,"Airport City",22895,1.106,19,325,1192,107798
,"Mirrors of Albion",19218,2.071,16,118,1222,59009
,"The Tribez",65314,1.733,15,543,4121,237767
,"Paradise Island 2",24142,2.016,21,230,1167,57886
,"Mystery Manor",165,1.567,17,,10,638
"29.04.2018",,193826,0.935,15,3581,12456,1332737
,"Guns of Boom",64552,0.592,13,2289,5050,852967
,"Trade Island",1402,2.425,8,76,177,7300
,"Airport City",23334,1.161,18,328,1266,109058
,"Mirrors of Albion",18429,1.839,17,99,1117,60756
,"The Tribez",65862,1.561,17,548,3809,244054
,"Paradise Island 2",20061,1.773,19,241,1028,57970
,"Mystery Manor",185,1.424,21,,9,632
"30.04.2018",,162308,0.851,15,3104,10608,1247195
,"Guns of Boom",59409,0.595,13,2019,4627,777495
,"Trade Island",904,1.737,7,44,122,7025
,"Airport City",22537,0.876,24,274,924,105487
,"Mirrors of Albion",12461,1.659,13,100,968,58335
,"The Tribez",47958,1.245,16,478,3002,241197
,"Paradise Island 2",18718,1.662,20,189,948,57049
,"Mystery Manor",321,2.801,19,,17,607
"01.05.2018",,161773,0.956,13,3170,12013,1256391
,"Guns of Boom",65435,0.604,14,2045,4729,782910
,"Trade Island",972,2.03,7,56,139,6847
,"Airport City",25260,1.097,21,298,1170,106663
,"Mirrors of Albion",11309,1.643,11,115,977,59447
,"The Tribez",41686,1.764,10,470,4253,241136
,"Paradise Island 2",16955,1.247,23,186,733,58777
,"Mystery Manor",156,1.964,13,,12,611
"02.05.2018",,135112,0.853,14,2721,9899,1160225
,"Guns of Boom",55945,0.617,13,1805,4311,698766
,"Trade Island",1087,1.863,8,48,125,6710
,"Airport City",19635,0.855,22,242,875,102376
,"Mirrors of Albion",9453,1.542,11,107,900,58380
,"The Tribez",35029,1.282,11,364,3039,237049
,"Paradise Island 2",13834,1.136,21,155,640,56347
,"Mystery Manor",128,1.508,14,,9,597
"03.05.2018",,153451,1.012,13,2550,11475,1133742
,"Guns of Boom",54408,0.596,13,1559,4039,677301
,"Trade Island",932,1.682,9,44,111,6599
,"Airport City",36564,2.871,12,317,2910,101350
,"Mirrors of Albion",17952,1.947,17,106,1128,57948
,"The Tribez",30830,1.138,11,373,2669,234617
,"Paradise Island 2",12567,1.094,20,150,605,55318
,"Mystery Manor",198,2.135,15,1,13,609
"04.05.2018",,274573,1.214,19,2706,13970,1150980
,"Guns of Boom",69617,0.676,15,1638,4701,695532
,"Trade Island",1140,1.877,9,40,122,6500
,"Airport City",96516,2.939,31,338,2978,101312
,"Mirrors of Albion",15954,1.951,15,106,1131,57984
,"The Tribez",64670,1.656,16,423,3883,234469
,"Paradise Island 2",26481,2.096,23,161,1144,54580
,"Mystery Manor",195,1.824,18,,11,603
"05.05.2018",,237522,1.112,17,3076,13529,1216459
,"Guns of Boom",71987,0.67,14,1892,5095,760068
,"Trade Island",1050,1.661,10,35,106,6382
,"Airport City",63735,2.166,28,355,2192,101187
,"Mirrors of Albion",15564,2.122,12,125,1240,58445
,"The Tribez",62474,1.579,17,479,3689,233642
,"Paradise Island 2",22594,2.134,19,190,1198,56139
,"Mystery Manor",118,1.51,13,,9,596
"06.05.2018",,224382,1.048,17,3343,12922,1232593
,"Guns of Boom",62022,0.624,13,2008,4789,767929
,"Trade Island",1039,2.096,8,56,136,6490
,"Airport City",71144,2.362,28,399,2418,102383
,"Mirrors of Albion",12382,1.793,12,142,1080,60222
,"The Tribez",52460,1.39,15,511,3315,238512
,"Paradise Island 2",25146,2.081,21,227,1175,56453
,"Mystery Manor",190,1.49,21,,9,604
"07.05.2018",,146290,0.877,14,2888,9908,1130386
,"Guns of Boom",54984,0.643,13,1955,4355,677622
,"Trade Island",1040,1.93,8,42,121,6268
,"Airport City",22225,0.87,26,173,852,97971
,"Mirrors of Albion",10870,1.795,10,115,1064,59265
,"The Tribez",38490,1.13,14,441,2643,233941
,"Paradise Island 2",18555,1.583,20,162,866,54691
,"Mystery Manor",125,1.115,11,,7,628
"08.05.2018",,134072,0.951,12,2753,10652,1120174
,"Guns of Boom",55178,0.631,13,1806,4223,668916
,"Trade Island",1111,1.818,10,22,110,6051
,"Airport City",25604,1.161,22,212,1134,97713
,"Mirrors of Albion",11283,1.921,10,129,1163,60549
,"The Tribez",28392,1.42,8,401,3286,231486
,"Paradise Island 2",12239,1.321,17,182,725,54865
,"Mystery Manor",265,1.852,24,1,11,594
"09.05.2018",,138560,0.93,13,2775,10444,1123132
,"Guns of Boom",54975,0.631,13,1860,4269,676129
,"Trade Island",1086,1.558,12,18,92,5905
,"Airport City",17852,0.878,20,194,853,97120
,"Mirrors of Albion",24262,2.409,16,124,1461,60650
,"The Tribez",29839,1.316,9,397,3009,228666
,"Paradise Island 2",10429,1.387,14,181,750,54059
,"Mystery Manor",117,1.658,12,1,10,603
"10.05.2018",,139747,0.921,13,2875,10510,1140784
,"Guns of Boom",58404,0.597,14,1656,4064,681215
,"Trade Island",1915,3.259,5,279,362,11107
,"Airport City",19007,0.863,21,224,855,99051
,"Mirrors of Albion",19095,2.13,15,116,1297,60892
,"The Tribez",29212,1.361,9,392,3172,233048
,"Paradise Island 2",11975,1.376,16,208,755,54862
,"Mystery Manor",138,0.821,28,,5,609
"11.05.2018",,221834,1.217,15,3952,14312,1176482
,"Guns of Boom",88459,0.699,18,1960,4914,703121
,"Trade Island",4928,4.22,5,867,1011,23960
,"Airport City",34435,2.356,14,310,2316,98303
,"Mirrors of Albion",17302,2.078,14,138,1247,60014
,"The Tribez",54646,1.572,14,440,3676,233854
,"Paradise Island 2",21918,2.007,20,236,1137,56645
,"Mystery Manor",145,1.88,13,1,11,585
"12.05.2018",,211989,1.122,15,4622,14391,1282926
,"Guns of Boom",82527,0.671,15,2289,5337,795901
,"Trade Island",8589,4.44,6,1137,1418,31940
,"Airport City",25026,1.635,15,280,1670,102170
,"Mirrors of Albion",13657,1.782,13,102,1089,61103
